span,sample,span_short
"HLR (profile query, cache hit)",1550.33642746652,hlr_hit
"HLR (profile query, cache hit)",1787.22180486494,hlr_hit
"HLR (profile query, cache hit)",1730.90366857681,hlr_hit
"HLR (profile query, cache hit)",1701.59819141799,hlr_hit
"HLR (profile query, cache hit)",1823.80053507526,hlr_hit
"HLR (profile query, cache hit)",1903.75984119505,hlr_hit
"HLR (profile query, cache hit)",1709.88369207662,hlr_hit
"HLR (profile query, cache hit)",1950.30980952503,hlr_hit
"HLR (profile query, cache hit)",1661.64234044125,hlr_hit
"HLR (profile query, cache hit)",1866.46331387322,hlr_hit
"HLR (profile query, cache hit)",1555.54585051369,hlr_hit
"HLR (profile query, cache hit)",1795.42755997512,hlr_hit
"HLR (profile query, cache hit)",1779.1860725262,hlr_hit
"HLR (profile query, cache hit)",1662.80834765947,hlr_hit
"HLR (profile query, cache hit)",1728.53414556334,hlr_hit
"HLR (profile query, cache hit)",1655.26386404663,hlr_hit
"HLR (profile query, cache hit)",1629.09502561955,hlr_hit
"HLR (profile query, cache hit)",1683.13170358765,hlr_hit
"HLR (profile query, cache hit)",1694.94162011825,hlr_hit
"HLR (profile query, cache hit)",1591.06220668643,hlr_hit
"HLR (profile query, cache hit)",1769.00879187708,hlr_hit
"HLR (profile query, cache hit)",1746.48060545758,hlr_hit
"HLR (profile query, cache hit)",1636.86984252811,hlr_hit
"HLR (profile query, cache hit)",1672.91368040949,hlr_hit
"HLR (profile query, cache hit)",1665.70285380395,hlr_hit
"HLR (profile query, cache hit)",1851.32907228623,hlr_hit
"HLR (profile query, cache hit)",1587.07806216891,hlr_hit
"HLR (profile query, cache hit)",1908.5365434818,hlr_hit
"HLR (profile query, cache hit)",1712.73990585013,hlr_hit
"HLR (profile query, cache hit)",1844.45748480319,hlr_hit
"HLR (profile query, cache hit)",1811.38854545198,hlr_hit
"HLR (profile query, cache hit)",1713.934779125,hlr_hit
"HLR (profile query, cache hit)",1738.68673382631,hlr_hit
"HLR (profile query, cache hit)",1802.95905020167,hlr_hit
"HLR (profile query, cache hit)",1668.81787571759,hlr_hit
"HLR (profile query, cache hit)",1682.77081250593,hlr_hit
"HLR (profile query, cache hit)",1698.93513448516,hlr_hit
"HLR (profile query, cache hit)",1784.60720499237,hlr_hit
"HLR (profile query, cache hit)",1671.27445559411,hlr_hit
"HLR (profile query, cache hit)",1282.18021658117,hlr_hit
"HLR (profile query, cache hit)",1680.22563183502,hlr_hit
"HLR (profile query, cache hit)",1802.29657788318,hlr_hit
"HLR (profile query, cache hit)",1716.5389424147,hlr_hit
"HLR (profile query, cache hit)",1691.99792791329,hlr_hit
"HLR (profile query, cache hit)",1686.11339835548,hlr_hit
"HLR (profile query, cache hit)",1734.39307743553,hlr_hit
"HLR (profile query, cache hit)",1864.1657143346,hlr_hit
"HLR (profile query, cache hit)",1756.66696266188,hlr_hit
"HLR (profile query, cache hit)",1752.72926827466,hlr_hit
"HLR (profile query, cache hit)",1747.92865258731,hlr_hit
"HLR (profile query, cache hit)",1660.16058689555,hlr_hit
"HLR (profile query, cache hit)",1948.41478028648,hlr_hit
"HLR (profile query, cache hit)",1832.14533529766,hlr_hit
"HLR (profile query, cache hit)",1807.95372961484,hlr_hit
"HLR (profile query, cache hit)",1811.9060335137,hlr_hit
"HLR (profile query, cache hit)",1762.50809786259,hlr_hit
"HLR (profile query, cache hit)",1812.49872267822,hlr_hit
"HLR (profile query, cache hit)",1758.81724806556,hlr_hit
"HLR (profile query, cache hit)",1651.64627788354,hlr_hit
"HLR (profile query, cache hit)",1789.91040698166,hlr_hit
"HLR (profile query, cache hit)",1624.26410689856,hlr_hit
"HLR (profile query, cache hit)",1686.60835884303,hlr_hit
"HLR (profile query, cache hit)",1510.46040125082,hlr_hit
"HLR (profile query, cache hit)",1654.25529681572,hlr_hit
"HLR (profile query, cache hit)",2040.44281717062,hlr_hit
"HLR (profile query, cache hit)",1649.74919356035,hlr_hit
"HLR (profile query, cache hit)",1625.21632009507,hlr_hit
"HLR (profile query, cache hit)",1657.05029457484,hlr_hit
"HLR (profile query, cache hit)",1676.25541397491,hlr_hit
"HLR (profile query, cache hit)",1676.46826865228,hlr_hit
"HLR (profile query, cache hit)",1741.19528163992,hlr_hit
"HLR (profile query, cache hit)",1717.48424913474,hlr_hit
"HLR (profile query, cache hit)",1842.26513630205,hlr_hit
"HLR (profile query, cache hit)",1606.71165594573,hlr_hit
"HLR (profile query, cache hit)",1761.22933052297,hlr_hit
"HLR (profile query, cache hit)",1963.72312756914,hlr_hit
"HLR (profile query, cache hit)",1672.16294396966,hlr_hit
"HLR (profile query, cache hit)",1646.4749801826,hlr_hit
"HLR (profile query, cache hit)",1781.19587020628,hlr_hit
"HLR (profile query, cache hit)",1780.10924137555,hlr_hit
"HLR (profile query, cache hit)",1641.72719783508,hlr_hit
"HLR (profile query, cache hit)",1757.25184803845,hlr_hit
"HLR (profile query, cache hit)",1573.48887833123,hlr_hit
"HLR (profile query, cache hit)",1807.36501835714,hlr_hit
"HLR (profile query, cache hit)",1662.16569004242,hlr_hit
"HLR (profile query, cache hit)",1597.98838104841,hlr_hit
"HLR (profile query, cache hit)",1627.30701568924,hlr_hit
"HLR (profile query, cache hit)",1710.26826096712,hlr_hit
"HLR (profile query, cache hit)",1797.87559689161,hlr_hit
"HLR (profile query, cache hit)",1613.0408500009,hlr_hit
"HLR (profile query, cache hit)",1741.82671065858,hlr_hit
"HLR (profile query, cache hit)",1784.98788084015,hlr_hit
"HLR (profile query, cache hit)",1849.52807643296,hlr_hit
"HLR (profile query, cache hit)",1881.45691197222,hlr_hit
"HLR (profile query, cache hit)",1644.13200051523,hlr_hit
"HLR (profile query, cache hit)",1851.81734455981,hlr_hit
"HLR (profile query, cache hit)",1753.25911276699,hlr_hit
"HLR (profile query, cache hit)",1917.67999093644,hlr_hit
"HLR (profile query, cache hit)",1661.80973631088,hlr_hit
"HLR (profile query, cache hit)",1919.20415947724,hlr_hit
"HLR (profile query, cache hit)",1836.79450279494,hlr_hit
"HLR (profile query, cache hit)",1867.48072814525,hlr_hit
"HLR (profile query, cache hit)",1790.51789674553,hlr_hit
"HLR (profile query, cache hit)",1692.98878981188,hlr_hit
"HLR (profile query, cache hit)",1631.79537466571,hlr_hit
"HLR (profile query, cache hit)",1793.6655817022,hlr_hit
"HLR (profile query, cache hit)",1627.66431906519,hlr_hit
"HLR (profile query, cache hit)",1763.27578201374,hlr_hit
"HLR (profile query, cache hit)",1739.4858896068,hlr_hit
"HLR (profile query, cache hit)",1845.60950854581,hlr_hit
"HLR (profile query, cache hit)",1655.26081383596,hlr_hit
"HLR (profile query, cache hit)",1650.34979430079,hlr_hit
"HLR (profile query, cache hit)",1824.16814701509,hlr_hit
"HLR (profile query, cache hit)",1611.74576002012,hlr_hit
"HLR (profile query, cache hit)",1781.22827811318,hlr_hit
"HLR (profile query, cache hit)",1753.58293898633,hlr_hit
"HLR (profile query, cache hit)",1755.62517055787,hlr_hit
"HLR (profile query, cache hit)",1572.85569813771,hlr_hit
"HLR (profile query, cache hit)",1849.46857784694,hlr_hit
"HLR (profile query, cache hit)",1685.25619945365,hlr_hit
